r,x,PSRType(A),cluster
0.647,2.785,1,0
6.33,38.7,1,1
5.4,37.2,1,1
5.35,30.66,1,1
0.091,0.755,0,2
0.091,0.755,0,2
0.073,0.602,0,2
0.29,0.54,1,0
0.3127,1.738,1,0
0.3127,1.738,1,0
0.288,1.604,1,0
0.49,2.596,1,0
0.192,0.575,0,2
0.1242,0.6336,1,0
0.073,0.602,0,2
0.571,3.085,1,0
0.571,3.084,1,0
0.209,0.673,0,2
0.203,0.66,0,2
0.29,0.54,1,0
5.31,29.81,1,1
0.2474,1.083,1,0
0.2474,1.083,1,0
4.4,24.7,1,1
14.77,66.15,1,1
0.106,0.499,1,0
0.678,3.525,1,0
0.678,3.525,1,0
1.044,5.465,1,0
0.152,0.844,1,0
0.825,4.568,1,0
0.062,0.154,0,2
0.048,0.14,0,2
3.47,17.814,1,0
0.876,4.599,1,0
0.88,4.616,1,0
0.037,0.089,0,2
2.855,15.337,1,0
6.36,33.979,1,1
2.338,12.302,1,0
1.369,7.122,1,0
8.76,30.79999924,1,1
1.241,7.038,1,0
1.241,7.038,1,0
0.93,6.42,1,0
5.35,32.72,1,1
2.387,12.718,1,0
3.062,13.031,1,0
0.127,0.847,1,0
0.127,0.847,1,0
0.062,0.834,0,2
4.4,22.746,1,0
5.37,28.176,1,1
5.37,28.176,1,1
1.426,7.548,1,0
3.781,21.752,1,0
3.302,18.997,1,0
0.064,0.848,0,2
0.497,2.759,1,0
1.591,8.369,1,0
1.739,9.151,1,0
3.008,16.792,1,0
0.17936,1.25552,1,0
2.48685,17.40795,1,0
0.193756,1.356292,1,0
2.07562,14.52934,1,0
0.182,1.012,1,0
4.06864,28.48048,1,1
5.44,23.82,1,1
0.36,1.57,1,0
0.51,3.3,1,0
4.3582,23.069,1,0
5.076,20.5041,1,0
5.3339,28.1153,1,1
3.9047,15.6026,1,0
2.63,7.2,1,0
2.365,14.46,1,0
6.56,40.09,1,1
6.59,40.32,1,1
1.081,6.023,1,0
10.56529,60.7866,1,1
0.63,0.91,1,0
9.27,13.26,1,1
6.056,33.673,1,1
4.645,26.105,1,1
1.291,7.126,1,0
0.371,2.092,1,0
3.94,8.65,1,0
4.444,30.816,1,1
4.244,22.557,1,0
1.405,7.745,1,0
1.14,6.249,1,0
3.361,17.495,1,0
0.335,0.7352,0,2
3.566,15.878,1,0
3.565,15.873,1,0
2.547,14.412,1,0
3.278,17.654,1,0
1.413,7.801,1,0
2.997,16.632,1,0
4.61,9.492,1,0
2.922632,5.114606,1,0
0.027,0.186,1,0
0.024,0.169,1,0
9.1,34.36,1,1
9.18,34.41,1,1
2.285,10.21,1,0
2.458,10.982,1,0
3.51522,24.60654,1,0
1.938,10.343,1,0
1.76469,12.35283,1,0
1.64846,11.539,1,0
4.65,32.01,1,1
4.65,32.01,1,1
2.8,14.0,1,0
3.08,13.47,1,0
3.08,13.47,1,0
0.25,1.78,1,0
0.01,0.04,1,0
0.01,0.04,1,0
3.39,15.79,1,0
4.142,21.731,1,0
0.6941,2.9912,1,0
0.6941,2.9912,1,0
0.509,2.275,1,0
0.509,2.275,1,0
1.26,5.91,1,0
2.83,11.94,1,0
5.62,24.36,1,1
1.02,4.43,1,0
1.81,15.1,1,0
0.075752508361204,0.393913043478261,1,0
0.32,2.23,1,0
1.05,4.46,1,0
6.04,33.81,1,1
12.3,46.24,1,1
14.37,54.04,1,1
1.65,9.24,1,0
9.4,42.08,1,1
3.29,14.26,1,0
6.13,26.82,1,1
1.11,4.96,1,0
1.04,4.68,1,0
4.57,19.87,1,0
2.61,15.46,1,0
8.03,44.94,1,1
0.348,2.313,1,0
0.385,2.552,1,0
0.376,2.545,1,0
0.29,0.08,0,2
6.92,28.01,1,1
6.81,30.42,1,1
22.97,100.44,1,1
8.46,43.8,1,1
4.91,26.76,1,1
5.37,29.32,1,1
5.37,23.77,1,1
3.64,19.87,1,0
2.63,13.74,1,0
3.91,17.49,1,0
1.0,4.25,1,0
1.61,17.23,1,0
3.41,28.12,1,1
5.336,29.3638,2,1
1.344,7.303,1,0
4.408405518,17.22562066,2,0
6.488,26.14,1,1
11.524,46.43,1,1
1.6,8.557,2,0
1.131,4.755,1,0
7.67,33.6,1,1
9.88,43.24,1,1
1.29,6.19,2,0
1.21,6.74,1,0
0.941,8.82,1,0
5.17496,77.6144,1,1
16.822,72.787,1,1
2.23,11.53,1,0
9.854112,44.035563,1,1
2.872,12.004,1,0
4.951,19.43,1,0
4.63,19.4,1,0
8.85,35.12,1,1
0.25,1.85,1,0
0.51,3.3,1,0
0.25,1.85,1,0
0.25,1.85,1,0
0.91,6.28,1,0
0.41,1.78,1,0
2.4,10.4,1,0
1.58,6.39,1,0
1.057536,4.725864,1,0
8.07,40.75,2,1
1.29,6.32,2,0
5.1,21.47,1,0
3.76,15.94,1,0
0.77,3.67,1,0
0.06,0.25,1,0
2.91,15.88,1,0
6.66,33.64,1,1
0.35,1.96,1,0
1.56,8.72,1,0
2.68,14.61,2,0
1.78,9.73,1,0
1.74,15.0,1,0
6.72,28.3,1,1
10.49336,125.6842,1,1
1.19,9.81,1,0
2.153,9.576,1,0
5.08,21.53,1,0
0.062,0.267,1,0
0.409883061658398,2.35782246633593,1,0
0.3,0.48,1,0
0.26,0.4,1,0
0.73,1.93,1,0
1.21,6.04,1,0
4.8929,18.0373,1,0
5.772,21.277,1,1
0.325,1.718,1,0
7.21,38.032,1,1
0.64,4.44,1,0
0.63,4.5,1,0
5.3374,28.1324,1,1
3.9207,16.4124,1,0
5.5436,22.9046,1,1
12.1277,49.7824,1,1
10.0402,41.4699,1,1
0.021663077,0.084666269,1,0
2.89,11.31,1,0
5.29,21.24,1,0
1.27,4.98,1,0
2.54,9.92,1,0
0.59,3.06,1,0
12.27,54.54,1,1
3.97,18.07,1,0
10.55,55.57,1,1
4.516,24.086,1,1
4.755,25.876,1,1
5.004,27.1,1,1
3.48,18.984,1,0
6.288,33.317,1,1
6.288,33.318,1,1
3.696,20.696,1,0
0.024,0.157,0,2
1.77,26.1,1,0
0.88,4.96,1,0
1.08,6.21,1,0
0.46,2.56,1,0
7.51,43.06,1,1
1.04,5.98,1,0
0.64,3.56,1,0
3.15,17.89,1,0
6.03,26.4,1,1
5.32,23.3,1,1
7.12,34.43,1,1
9.26,41.48,1,1
8.412,47.13,1,1
7.813,31.573,1,1
0.0622,0.2515,1,0
6.82,27.557,1,1
4.851,19.55,1,0
3.197,17.77,1,0
4.996,22.33,1,1
5.155,20.524,1,0
6.523,25.416,1,1
7.213,27.625,1,1
0.342,1.686,1,0
5.01,21.25,1,0
17.59,62.92,1,1
12.9,45.64,1,1
3.74,32.83,2,1
2.39,28.77,1,0
6.64,47.1,1,1
3.17,32.42,1,1
1.61,16.66,1,0
0.57,5.39,2,0
1.63,16.13,1,0
4.85,31.65,1,1
2.72,18.66,1,0
2.63,17.04,1,0
0.42,4.94,2,0
6.3,41.58,1,1
3.41,14.96,1,0
2.75,12.08,1,0
5.91,33.17,1,1
4.28,24.01,1,0
6.24,36.21,1,1
1.01,5.67,1,0
5.83,32.63,1,1
7.99,44.37,1,1
7.27,40.41,1,1
4.48,19.44,1,0
0.1,0.66,1,0
3.22,22.14,1,0
1.86,12.79,1,0
1.45,7.05,1,0
2.19,15.09,1,0
9.38,64.59,1,1
5.529,32.822,1,1
3.432,23.286,1,0
3.432,23.286,1,0
3.52,20.21,1,0
3.52,20.21,1,0
8.15,45.48,1,1
8.61,47.78,1,1
4.8096,19.1478,1,0
7.2356,29.0531,1,1
0.056,0.2228,1,0
5.073,20.4524,1,0
31.2389,105.1631,1,1
0.432,1.3842,0,2
3.895,16.374,1,0
2.81,12.38,1,0
0.94,6.48,1,0
4.63,25.98,1,1
3.98,22.3,1,0
0.17,0.77,1,0
4.01,22.43,1,0
3.98,27.38,1,1
11.01,48.32,1,1
5.85,40.27,1,1
0.077,0.361,1,0
0.066,0.283,1,0
2.703,11.889,1,0
0.787,5.559,1,0
10.627,46.822,1,1
0.568,3.015,1,0
0.29,1.611,1,0
0.861,6.052,1,0
0.492,2.738,1,0
18.0,78.0,1,1
0.447,1.95,1,0
2.13,10.68,1,0
8.03,121.03,1,1
4.659,60.974,1,1
4.1504,27.69095,1,1
3.107,21.23,1,0
9.2,32.99,1,1
1.916143,13.413001,1,0
0.271872,1.903104,1,0
1.328916,9.302412,1,0
0.536258,3.08532,1,0
0.045406,0.26124,1,0
0.04234,0.2436,1,0
1.21,7.1,1,0
0.538375,3.0975,1,0
3.61,20.03,1,0
0.04,0.171,1,0
1.92,8.41,1,0
0.374,1.627,1,0
3.683,16.347,1,0
0.277,1.209,1,0
0.89,3.77,1,0
0.474,2.033,1,0
2.601,11.021,1,0
4.24,22.3,1,0
4.95,50.05,1,1
2.093,11.005,1,0
2.34,11.71,1,0
2.34,11.71,1,0
42.6,181.36,1,1
3.92,15.29,1,0
0.468,2.436,1,0
5.25,21.05,1,0
6.572,35.045,1,1
2.796,15.08,1,0
0.183,1.002,1,0
5.25,21.05,1,0
1.235,6.698,1,0
7.22,49.67,1,1
0.94,6.48,1,0
4.139,16.328,1,0
0.038,0.164,1,0
11.27,49.27,1,1
21.521,93.471,1,1
0.59,3.08,1,0
7.69,29.54,1,1
1.0,4.9,1,0
0.34,1.3,1,0
5.63,22.81,1,1
6.534,36.916,1,1
1.126244,6.47976,1,0
0.34,1.98,1,0
1.849528,10.64112,1,0
0.339073,2.373511,1,0
5.79,32.89,1,1
0.7316,5.1212,1,0
6.812,38.245,1,1
3.43,19.44,1,0
0.16,0.81,1,0
0.14,0.82,1,0
0.08,0.46,1,0
0.09,0.54,1,0
1.78923,10.2942,1,0
0.434,1.104,0,2
0.434,1.104,0,2
1.41,11.28,1,0
0.092,0.89,0,2
0.093,0.892,0,2
3.4,17.872,1,0
1.507,8.403,1,0
0.02,0.047,0,2
1.142,6.291,1,0
1.142,6.291,1,0
1.2737,6.7855,2,0
6.61,26.81,1,1
1.274,7.0284,2,0
2.04,22.42,1,0
3.03,24.08,1,0
3.75,22.92,1,0
2.14,13.05,1,0
0.84,5.15,1,0
4.38,26.8,1,1
4.06,32.57,1,1
4.72,37.89,1,1
5.67,37.27,1,1
3.64,29.83,1,1
1.7,6.4,1,0
4.84,59.35,1,1
2.547,26.38,1,0
1.81,11.25,1,0
8.37,51.18,1,1
3.08,26.49,1,0
11.61,68.29,1,1
5.9944,41.9608,1,1
1.991,10.515,1,0
0.01247,0.13244,1,0
6.587,35.301,1,1
5.4054,27.9972,1,1
2.349842,16.025152,1,0
1.38,7.56,2,0
12.4,67.973,1,1
2.598,13.646,1,0
0.132,0.87,1,0
2.03,8.82,1,0
6.408,37.881,1,1
6.904,38.952,1,1
1.95,10.872,1,0
5.95,32.99,1,1
10.143,54.812,1,1
4.335,24.001,1,0
2.468,8.859,1,0
8.39,36.56,1,1
3.02,13.21,1,0
2.7,11.82,1,0
3.95,16.71,1,0
0.02,0.11,1,0
0.02,0.11,1,0
3.97,17.6,1,0
2.92,12.33,1,0
11.37,49.725,1,1
1.97,8.38,1,0
2.746,15.203,1,0
0.785,3.431,1,0
0.773,3.432,1,0
3.23,19.41,1,0
6.68257273383025,17.6973647511421,1,1
1.464,7.806008,2,0
0.717,10.469,1,0
9.488,41.209,1,1
3.232,18.019,1,0
0.041,0.184,1,0
6.184,34.692,1,1
3.15,25.27,1,0
3.15,36.29,1,1
0.74,6.78,1,0
0.58,3.42,1,0
0.88,6.41,2,0
0.7,4.03,1,0
0.01,0.12,1,0
0.36,1.59,1,0
7.97,34.89,1,1
1.0,7.0,1,0
0.02,0.09,1,0
6.2,42.36,1,1
3.318,14.826,1,0
2.0,8.8,1,0
1.35,6.56,1,0
0.7,2.19,1,0
3.1,16.08,1,0
3.11,15.97,1,0
4.23,22.13,1,0
2.295,20.307,1,0
2.295,20.307,1,0
5.46,37.31,1,1
0.146,0.84,1,0
5.1984,23.23035,1,1
5.07,22.2,1,1
16.2,68.84,1,1
4.895,25.518,1,1
2.636,14.069,1,0
2.637,14.08,1,0
4.889,25.477,1,1
15.25,53.62,1,1
4.98,17.5,1,0
0.3,1.07,1,0
15.25,53.62,1,1
16.29,57.29,1,1
0.3,1.07,1,0
4.03,16.05,1,0
0.14,0.58,1,0
7.12,30.45,1,1
0.14,0.58,1,0
7.13,30.45,1,1
3.75,16.05,1,0
6.61,36.59,1,1
1.262,7.034,1,0
1.262,7.034,1,0
13.713,59.561,1,1
0.02,0.07,1,0
5.37,18.89,1,0
0.02,0.07,1,0
3.35,18.32,1,0
4.145,22.336,1,0
4.688,25.264,1,1
4.145,22.336,1,0
4.688,25.264,1,1
13.065,56.742,1,1
0.87,3.57,1,0
3.51,37.97,1,1
2.59,4.83,1,0
2.59,4.83,1,0
7.14480858085809,25.4115359735974,1,1
2.65,4.638,1,0
0.149,0.388,1,0
2.639,4.618,1,0
0.229,0.401,1,0
5.48,23.99,1,1
0.02673,0.06567,1,0
2.248236,5.523444,1,0
0.02673,0.06567,1,0
2.28825,5.62175,1,0
24.32,35.07,1,1
2.694369,7.739145,1,0
2.21,7.85,1,0
2.21,7.85,1,0
1.73,3.31,1,0
3.02,8.0,1,0
12.7,33.9,1,1
4.55,30.27,1,1
0.08,0.15,0,2
5.2,8.44,1,0
6.27,10.14,1,0
7.0,8.54,1,0
8.94,21.36,1,1
7.35,50.36,1,1
0.85,5.65,1,0
2.09,14.72,1,0
1.3,11.16,1,0
4.66,40.17,1,1
4.27,29.22,1,1
0.528,3.608,1,0
3.1025,27.455,1,0
8.45,56.7,1,1
4.26,29.06,1,1
5.35,35.88,1,1
0.91,6.16,1,0
4.53,30.49,1,1
2.15,14.44,1,0
2.39,16.09,1,0
1.32,8.86,1,0
3.51,23.63,1,0
5.67,31.48,1,1
6.15,41.39,1,1
3.68,25.19,1,0
6.46,43.5,1,1
3.62,31.2,1,1
8.26,55.59,1,1
3.46,23.29,1,0
2.96,25.7,1,0
2.39,16.2,1,0
4.47,38.53,1,1
4.88,33.36,1,1
3.53,24.09,1,0
3.97,27.13,1,1
4.34,29.2,1,1
1.68,15.5,1,0
7.42,50.0,1,1
3.77,25.4,1,0
3.26,22.28,1,0
0.82,5.61,1,0
3.06,26.36,1,0
5.62,48.8,1,1
2.04,21.47,1,0
1.75,10.7,1,0
6.33,42.59,1,1
1.34,14.38,1,0
3.71,24.64,1,0
4.99,42.95,1,1
2.63,18.04,1,0
5.43,46.86,1,1
5.84,50.29,1,1
4.49,38.6,1,1
0.63,5.47,1,0
2.98,25.79,1,0
2.48,20.79,1,0
5.56,37.42,1,1
3.59,34.6,1,1
5.18,31.0,1,1
4.13,28.79,1,1
0.7,4.72,1,0
1.67,11.29,1,0
1.67,11.29,1,0
1.27,11.08,1,0
1.72,14.78,1,0
7.51,50.55,1,1
0.1,0.1,1,0
0.62,1.63,1,0
0.38999999,1.00999999,1,0
1.1,4.4,1,0
1.1,4.4,1,0
3.2,2.4,1,0
3.2,2.4,1,0
3.25,38.38,1,1
2.2,16.8,1,0
0.19,2.35,1,0
4.0,10.0,1,0
1.93,6.98,1,0
1.93,16.77,1,0
3.12,27.14,1,0
2.0,5.0,1,0
3.19,21.84,1,0
1.93,16.77,1,0
0.01,0.09,0,2
0.011,0.036,0,2
1.8,3.37,1,0
1.05,1.96,1,0
1.8,3.37,1,0
0.9,1.93,1,0
0.36,1.35,1,0
6.33,16.44,1,0
13.1,21.33,1,1
6.41,16.64,1,0
4.12,10.7,1,0
1.86,4.83,1,0
3.5775,9.2925,1,0
7.44,19.33,1,1
0.4,1.5,1,0
2.32,19.7,1,0
5.489,33.652,1,1
5.62,49.55,1,1
2.59,22.84,1,0
3.55,24.62,1,0
0.167,0.409,1,0
0.4,0.983,1,0
0.701,1.722,1,0
2.901,7.129,1,0
3.55,24.62,1,0
0.052,0.13,0,2
1.95,15.32,1,0
2.03,15.08,1,0
0.73,4.66,1,0
0.94,8.62,1,0
2.09,17.97,1,0
1.55,13.3,1,0
0.3,3.74,1,0
0.3,3.78,1,0
1.55,13.3,1,0
0.37,2.49,1,0
11.75,24.2,1,1
0.35086,1.25449,1,0
0.133,0.439,1,0
0.062,0.53,0,2
0.064,0.54,0,2
6.47,11.1,1,0
2.95,5.5,1,0
2.179,12.428,1,0
8.6904,17.892,1,1
0.246,0.45,1,0
0.25,0.45,1,0
0.227,0.334,1,0
0.162,0.36,1,0
0.029,0.042,1,0
0.1,0.25,1,0
0.813,4.512,1,0
6.796,39.102,1,1
6.78,39.005,1,1
6.89,42.16,1,1
0.51,0.853,1,0
0.876,2.365,1,0
0.08,0.73,1,0
0.408,0.96,1,0
0.408,0.96,1,0
2.669,6.31694117647059,1,0
0.429,1.158,1,0
0.38,1.024,1,0
2.669,6.31694117647059,1,0
0.561,1.33,1,0
0.377,1.017,1,0
0.959,2.586,1,0
0.907,2.447,1,0
0.561,1.33,1,0
0.056,0.527,1,0
0.79,1.67,1,0
0.79,1.67,1,0
1.3266,2.623,1,0
5.916,12.18,1,0
2.117,3.4,1,0
29.71,178.08,1,1
3.7,25.05,1,0
0.32,1.2,1,0
0.32,1.2,1,0
0.4,0.9,1,0
0.4,0.9,1,0
2.7,7.21,1,0
0.11,0.74,1,0
2.14,5.55,1,0
5.81,10.17,1,0
2.158,8.122,1,0
5.5,20.7,1,1
3.369,12.675,1,0
1.3536,9.2496,1,0
6.83,11.95,1,0
0.72,1.87,1,0
4.59,11.69,1,0
4.92,11.98,1,0
0.82,1.03,1,0
0.8,1.03,1,0
0.324764,0.568337,1,0
0.324764,0.568337,1,0
0.74,1.06,1,0
0.74,1.06,1,0
0.01,0.01,1,0
0.01,0.01,1,0
0.743,2.855,1,0
0.627,2.41,1,0
1.73,3.57,1,0
1.73,3.57,1,0
0.06,0.2,1,0
0.06,0.2,1,0
12.4,33.9,1,1
1.737,2.828,1,0
1.744,2.84,1,0
0.039,0.151,1,0
0.042,0.161,1,0
0.566,2.175,1,0
0.566,2.177,1,0
2.888,16.263,1,0
5.236972,9.164701,1,0
0.51,0.54,1,0
0.077,0.114,1,0
3.31,7.59,1,0
0.69,1.7,1,0
0.264984,0.463722,1,0
0.323,0.88,1,0
0.01,0.024,1,0
0.08364,0.1722,1,0
0.238,0.63,1,0
2.87,3.01,1,0
0.89352,1.8396,1,0
13.43,60.02,1,1
3.16,7.61,1,0
0.238,0.63,1,0
0.012444,0.021777,1,0
0.00488,0.00854,1,0
0.264984,0.463722,1,0
0.53196,0.63804,1,0
0.97716,2.0118,1,0
3.84,8.96,1,0
0.00488,0.00854,1,0
3.07428,6.3294,1,0
0.383,0.88,1,0
0.69,1.7,1,0
3.74,8.2,1,0
0.46104,0.9492,1,0
0.012444,0.021777,1,0
0.595,1.547,1,0
0.5,1.33,1,0
2.092,3.464,1,0
2.007,3.217,1,0
2.092,3.464,1,0
2.007,3.217,1,0
5.256736,9.199288,1,0
4.98,8.247,1,0
9.213,15.258,1,1
1.238,7.795,1,0
1.404,7.879,1,0
0.07,0.153,0,2
12.25,20.29,1,1
11.45,18.97,1,1
1.325,3.395,1,0
10.735,18.41,1,1
2.639,4.371,1,0
4.233,7.259,1,0
0.0081,0.021,1,0
3.06,4.34,1,0
0.0081,0.021,1,0
10.007,17.161,1,1
2.639,4.371,1,0
9.29,15.22,1,1
0.08,0.16,1,0
0.08,0.16,1,0
1.9147,3.7859,1,0
2.15,6.4,1,0
2.15,6.4,1,0
2.8356,5.838,1,0
0.79,2.43,1,0
5.489,33.652,1,1
5.82209465020576,9.62222222222,1,0
0.018426,0.02997,1,0
7.072515,12.45694,1,0
0.691092,1.783188,1,0
5.48,32.5,1,1
5.2,40.9,1,1
1.87,16.0,1,0
0.95,1.52,1,0
0.1,0.4,1,0
1.46,3.64,1,0
2.42,4.98,1,0
8.823,18.165,1,1
0.1,0.1,1,0
1.9,3.66,1,0
0.323,0.765,1,0
0.323,0.765,1,0
0.1,0.4,1,0
0.95,1.52,1,0
0.5589,1.3301,1,0
1.9147,3.7859,1,0
1.29,2.26,1,0
11.33,11.92,1,1
0.28674,0.73986,1,0
0.474,1.232,1,0
1.545037,3.965923,1,0
1.66,3.17,1,0
1.72,3.29,1,0
8.18826254826255,13.3297297297297,1,1
6.1,9.99,1,0
26.03,34.306,1,1
0.08,0.33,1,0
5.41,22.33,1,1
18.1,74.71,1,1
1.0296,2.1071,1,0
20.7844,51.528,1,1
1.99,7.1,1,0
0.23,0.37,1,0
0.27,0.444,1,0
10.9564,45.3,1,1
3.8808,7.8321,1,0
5.44824430769231,14.4410027692308,1,0
0.45,1.05,1,0
2.14,5.87,1,0
3.2304,7.9755,1,0
0.25,0.41,1,0
0.25,0.41,1,0
1.69,4.82,1,0
0.28,0.79,1,0
2.27,6.47,1,0
1.88,3.02,1,0
1.22,3.48,1,0
0.28,0.79,1,0
2.27,6.47,1,0
1.88,3.02,1,0
1.22,3.48,1,0
4.58,12.45,1,0
5.1,12.52,1,0
1.85,28.48,1,0
1.803,27.816,1,0
5.664,61.217,1,1
3.705,57.121,1,1
3.795,56.851,1,1
7.13,137.81,1,1
2.66,18.71,1,0
6.265,66.515,1,1
2.85,26.79,1,0
11.75,20.15,1,1
2.3575,22.155,1,0
2.432,25.828803,1,0
3.0,31.85,1,1
1.84325,16.3115,1,0
9.7701,103.7652,1,1
3.065,32.565,1,1
2.4563,26.0876,1,0
12.201,20.09,1,1
1.758,26.157,1,0
0.717,2.272,1,0
0.048,0.078,1,0
8.160517,35.80505,1,1
3.681,46.359,1,1
8.281554,35.25721,1,1
0.5398,8.3296,1,0
7.4253,19.2871,1,1
3.919483,17.19495,1,0
4.4581,68.573,1,1
1.505,4.77,1,0
0.05,0.12,1,0
6.02075,38.171555,1,1
1.8850698,12.68704,1,0
4.989766875,34.054928,1,1
1.887962,16.07319,1,0
1.65,17.49,1,0
6.85,62.89,1,1
0.466,1.677,1,0
0.56,1.94,1,0
13.03,53.79,1,1
0.743,2.855,1,0
0.048,0.078,1,0
1.505,4.77,1,0
0.717,2.272,1,0
4.429,53.214,1,1
2.293,33.838,1,1
0.6,9.16,1,0
5.85,88.7,1,1
3.38,51.24,1,1
5.005,76.965,1,1
3.99,42.4,1,1
4.77,50.7,1,1
15.27,147.34,1,1
2.322,29.241,1,0
2.752,34.661,1,1
2.959,31.428,1,1
3.40745,32.0075,1,1
7.128,67.102,1,1
3.859,26.371,1,1
1.618,11.054,1,0
2.208,14.492,1,0
5.76,37.89,1,1
5.268,36.001,1,1
4.516,29.334,1,1
2.74,6.9,1,0
0.034,0.087,1,0
0.15,0.36,1,0
3.73,8.47,1,0
0.165,0.362,1,0
0.11,0.24,1,0
0.38862,0.5207,1,0
0.313,0.73,1,0
0.197,0.405,1,0
0.71795127,4.87349944,1,0
0.557255,6.0448,1,0
0.5575795,6.04832,1,0
7.5099,79.7198,1,1
2.477,26.303,1,0
2.118,22.4994,1,0
1.299,16.351,1,0
6.319285,41.139835,1,1
7.29,19.31,1,1
0.038394,0.100962,1,0
0.007,0.017,1,0
5.622816,25.126959,1,1
3.52,21.65,1,0
2.98,18.15,1,0
5.07,45.55,1,1
4.905,44.065,1,1
8.434656,37.692369,1,1
7.13,57.18,1,1
5.432728,35.257296,1,1
2.619562,13.52032,1,0
1.188642,7.64127,1,0
1.0295,10.934,1,0
1.18,6.53,1,0
0.7,2.19,1,0
1.66,14.37,1,0
3.471,33.149,1,1
0.34,3.6,1,0
2.79,36.779,1,1
1.7,26.24,1,0
0.586,8.109,1,0
0.34,5.029,1,0
0.52,1.8,1,0
2.64,5.9,1,0
1.06,2.37,1,0
0.2,0.45,1,0
2.8,4.37,1,0
1.79,5.15,1,0
0.58,1.67,1,0
13.6,20.1,1,1
0.84,1.31,1,0
2.59,4.04,1,0
1.4,4.02,1,0
0.69,2.0,1,0
0.84,1.31,1,0
10.2,19.4,1,1
0.53,1.86,1,0
7.99,73.4,1,1
3.182,29.218,1,1
0.05,0.287,1,0
0.299,1.66,1,0
1.53,18.29,2,0
5.14,62.52,1,1
0.38,4.98,1,0
1.31,19.9872,1,0
2.34,35.4936,1,1
2.33,35.3614,1,1
2.78,33.62,1,1
2.06,5.92,1,0
9.195,87.009,1,1
1.6621,3.9557,1,0
0.9072,2.1588,1,0
3.2657,7.428,1,0
2.8872,6.7916,1,0
3.77,32.44,1,1
2.0,37.3,1,1
3.77,70.3,1,1
1.78,15.79,1,0
1.79,15.8,1,0
13.42,59.419503,1,1
7.863,26.387,1,1
10.5035,104.4912,1,1
0.3422,3.712,1,0
0.73,11.02,1,0
0.34102,3.6992,1,0
6.41,79.44,1,1
0.53,1.19,1,0
9.86,40.73,1,1
6.17,25.46,1,1
11.74,81.8,1,1
0.403,5.912,1,0
7.2216,24.786,1,1
5.428,18.63,1,0
7.2216,24.786,1,1
5.428,18.63,1,0
0.082,0.184,0,2
0.1,0.1,1,0
0.1,0.1,1,0
7.29,19.31,1,1
0.038394,0.100962,1,0
1.55472,6.947655,1,0
3.772704,16.859271,1,0
5.31,13.152,1,0
3.74,45.18,1,1
5.18,52.56,1,1
0.88,10.7,1,0
0.88,10.7,1,0
4.083,22.143,1,0
3.475,19.992,1,0
2.106,5.4064,1,0
8.2416,56.3176,1,1
1.11168,7.59648,1,0
0.164,0.941,1,0
4.92,28.318,1,1
4.66,7.71,1,0
0.0025,0.0041,1,0
2.49,4.014,1,0
8.6,11.0,1,1
0.159,0.429,1,0
0.159,0.429,1,0
0.0,0.1,1,0
7.3,77.7,1,1
2.25,28.25,1,0
4.125,50.5,1,1
7.0,75.3,1,1
4.4,30.2,1,1
5.7,35.9,1,1
4.34,26.0,1,1
1.95,20.625,1,0
2.8,19.0,1,0
4.2,28.7,1,1
3.4,23.5,1,0
4.75,38.12,1,1
0.45,5.81,1,0
1.62,20.0,1,0
4.03,49.2,1,1
6.2,88.0,1,1
4.35,50.54,1,1
4.85,44.22,1,1
5.86,53.44,1,1
0.022,0.111,0,2
3.0,32.5,1,1
4.0999999,51.59999847,1,1
6.0,69.0,1,1
3.35,28.81,1,1
0.022,0.11,0,2
2.44,39.5,1,1
11.57496,24.62516,1,1
10.1601,27.4131,1,1
9.51297,25.66707,1,1
2.7,24.2,1,0
4.4,40.0,1,1
0.0424,0.5217,0,2
0.0512,0.6108,0,2
0.051,0.6108,0,2
0.0402,0.4829,0,2
0.0419,0.5156,0,2
0.021,0.185,0,2
0.021,0.19,0,2
1.9,37.95,1,1
5.8,39.7,1,1
3.2,39.1,1,1
0.065,0.69,1,0
0.048,0.509,1,0
0.68,6.2,1,0
0.000981,0.008813,1,0
1.81,15.6,1,0
3.66,29.35,1,1
11.18,68.38,1,1
3.01,24.12,1,0
1.93,11.82,1,0
0.28,1.68,1,0
4.06,24.8,1,0
6.32,38.67,1,1
2.39,20.58,1,0
4.75,29.06,1,1
0.1,0.1,1,0
0.1,0.1,1,0
0.447,1.437,0,2
0.447,1.437,0,2
0.17,2.74,0,2
1.27728,8.72808,1,0
2.258,22.939,1,0
1.689667,10.965594,1,0
13.6,124.0,1,1
0.0177,0.063,1,0
8.73,53.36,1,1
0.73,4.2,1,0
9.330438,25.174578,1,1
4.608,20.592,1,0
0.286525,2.53555,1,0
0.516475,4.57045,1,0
5.4,36.9,1,1
14.805,28.91,1,1
0.42,0.83,1,0
0.47,0.92,1,0
0.393,1.584,1,0
2.168,12.032,1,0
1.107,4.463,1,0
1.107,4.463,1,0
0.393,1.584,1,0
1.0854,2.5828,1,0
0.244,0.872,1,0
0.44,0.964,1,0
0.231,0.875,1,0
0.38526,1.35588,1,0
7.84,84.51,1,1
0.13,1.39,1,0
7.06,113.6,1,1
5.958,12.267,1,0
1.56,10.69,1,0
3.107,21.232,1,0
6.741,37.818,1,1
1.01,9.93,2,0
1.95,4.015,1,0
11.27,24.04,1,1
